decision_action_routing_id,decision_package_id,final_readiness_status,escalation_required,escalation_status,escalation_reason,escalation_target_role,escalation_queue,escalation_timeframe_category,readiness_limitation,management_attention_required,operational_escalation_separate,governance_note
DAR-4DB86EB3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-93EE4994,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ED564EA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6AAB93D9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E21BF951,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F9CD00DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-94B74FF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-882E9987,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-122243DB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-D4F053B1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-DD5492F2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-3659AEB0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-73469D08,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-28169661,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-23DCEF09,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-DE83967F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-D8F16A41,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-C5D71BB2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-821A79B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-7039BD26,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-30907247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-7A3D6830,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-67B68C07,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-9739DA27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-20656E67,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-51F39760,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-15057934,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-596246CF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-8B037288,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-18FB64D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C3F1A180,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-B0F9ABE0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-436AC210,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-65082F7A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-B3C2E998,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-91D90854,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0E65789B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-176EE90A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C07CB25D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-A1A2665D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-F0143175,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-B5484C62,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-23D672E9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-28BD94EC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-02DF1924,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-77B5EE58,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Not Suitable for Decision Use,True,Not Assessable,Operational escalation trigger,Governance / Audit Reviewer,Not Suitable Register,Not Applicable,Not suitable,True,True,Escalation separate from analytical readiness
DAR-5231C4E3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-95B8A848,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-31A5A4CB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-895ACABD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-AEE32709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-B2062893,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-6ED35B2B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-33455E2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-32771955,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-85979769,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-67B764A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-4F06A506,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-5C6CFA9B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-EC563043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0B4C4141,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-8C219A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-EC8DC8D1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DE81E8AC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3D9D2EA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-22A116C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-966E9E6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4E8C9D82,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-179B0B85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-50187F50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-39C5317E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2F84955A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C131D1B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7DE5A642,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-28D1CA61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-B74AF76C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-D519F794,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F5016DBB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0457E95C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-045AE68E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-222D5C8B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-66E36FD3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4BC7B26C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-8F7677D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9B05F649,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3053D96C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0AE415AF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-323AB6D4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-CF1543E6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C303CB6D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5F93B50B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-21D8F676,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
