contract_type,decision_readiness_id,decision_package_id,hospital,department,dominant_kpi,risk_tier,urgency,final_readiness_status,primary_queue,main_blocking_condition,next_required_action,responsible_role,approval_status,contract_field
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,Ready with Conditions,,,All blocking conditions resolved and confirmations completed,,,"next=Ready for Integrated Management Review,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,,,,,,Ready with Conditions,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,Diagnostics,Patient Complaint Rate,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,Diagnostics,Patient Complaint Rate,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,Diagnostics,Patient Complaint Rate,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,Diagnostics,Patient Complaint Rate,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,Diagnostics,Patient Complaint Rate,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
