integrated_management_brief_id,decision_package_id,provisional_warning,contradiction_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,evidence_limitation,lineage_limitation,audit_limitation,overall_management_limitation
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
