action_prerequisite_id,decision_action_routing_id,action_id,action_name,prerequisite_type,prerequisite_description,source_gate,source_condition_id,mandatory_flag,blocking_flag,responsible_role,evidence_required,current_status,completion_required_before_action
PRQ-EACF4B78,DAR-EC066580,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-29B1DE02,DAR-EC066580,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-5AAF7957,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-5C955FEB,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9D2DC861,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-E5429E4D,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-06A66A25,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-15A451E8,DAR-DAFE6C17,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-89307891,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-04B9EA13,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C7145061,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-86B3B0EC,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-F4E12FE2,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-BCC2700C,DAR-9E5250FD,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-762B3CFA,DAR-03517CCE,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-32B07B65,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-35FCA875,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9EBF7DE9,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-561856FD,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-495A3CE4,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-29C843AA,DAR-03517CCE,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-AD507FF9,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-EBCF02E0,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-1378FE97,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-1BB329D4,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-866C1A19,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-BFD909EB,DAR-DBA71FEC,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-0707BC52,DAR-C932E734,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-EAACD274,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-812465BD,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-34DD71DF,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-F4F923E3,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D02F45B1,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-926E063E,DAR-C932E734,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-6EE1EA84,DAR-C1D36465,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-8CFA92D4,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-88EC9D12,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-0FFD4BA7,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-89CD2410,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-DBFC2CD7,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-E2BC4ABE,DAR-C1D36465,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-9A2A8BF0,DAR-45463007,A001,Review Integrated Decision Package,Package Completeness,Decision package must be complete,,,True,False,Analytics Team,Package completeness check,Pending,False
PRQ-02C02256,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-BBF3D1C5,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-5F82D9F6,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-3EB5EA9F,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-56541007,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-A4BC3CAC,DAR-90180611,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-5D574A28,DAR-B161261C,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-F60153CF,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-86072504,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-8DB7B21E,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-CEFFF1F7,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-236E038E,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-1418FD46,DAR-B161261C,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-3B073070,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-98116A38,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-A20BCB89,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C7A5E8C1,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-E2E9C79D,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-12B63DB0,DAR-A6895EA4,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-FB73B874,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-9828ABFE,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-04A166C8,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8BF5E536,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-7C513682,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-AB96DE1D,DAR-82E87259,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-1DD5F3DB,DAR-AF1648D9,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-99F94EC2,DAR-AF1648D9,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-304E0034,DAR-AF1648D9,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-88D237AC,DAR-AF1648D9,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-F43C2F16,DAR-AF1648D9,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
