scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-945DADB9F3FCA786,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-BASE-0;EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-REC-1;EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-RECID-2;EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-COMP-3;EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-PKG-4;EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-8B775814052643E6-,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-8B775814052643E6,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-053914F71B0320AD-,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-053914F71B0320AD,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-5C8256177ABE7D9E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-5C8256177ABE7D9E,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-BASE-0;EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-REC-1;EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-RECID-2;EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-COMP-3;EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-PKG-4;EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-EP-5,LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-REC-1;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-5C8256177ABE7D9E,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-BASE-0;EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-REC-1;EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-RECID-2;EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-COMP-3;EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-PKG-4;EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-EP-5,LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-REC-1;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-5C8256177ABE7D9E,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-BASE-0;EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-REC-1;EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-RECID-2;EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-COMP-3;EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-PKG-4;EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-EP-5,LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-REC-1;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-5C8256177ABE7D9E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-5C8256177ABE7D9E,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-BASE-0;EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-REC-1;EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-RECID-2;EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-COMP-3;EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-PKG-4;EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-4199D58E9D204D3E-,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-4199D58E9D204D3E,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-57D83F8B0C4E7DEB-,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-57D83F8B0C4E7DEB,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-109CB996345A0593-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-109CB996345A0593,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-109CB996345A0593-COMP-BASE-001-BASE-0;EV-SR-BL-109CB996345A0593-COMP-BASE-001-REC-1;EV-SR-BL-109CB996345A0593-COMP-BASE-001-RECID-2;EV-SR-BL-109CB996345A0593-COMP-BASE-001-COMP-3;EV-SR-BL-109CB996345A0593-COMP-BASE-001-PKG-4;EV-SR-BL-109CB996345A0593-COMP-BASE-001-EP-5,LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-REC-1;LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-109CB996345A0593-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-109CB996345A0593-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-109CB996345A0593,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-109CB996345A0593-COMP-CONS-001-BASE-0;EV-SR-BL-109CB996345A0593-COMP-CONS-001-REC-1;EV-SR-BL-109CB996345A0593-COMP-CONS-001-RECID-2;EV-SR-BL-109CB996345A0593-COMP-CONS-001-COMP-3;EV-SR-BL-109CB996345A0593-COMP-CONS-001-PKG-4;EV-SR-BL-109CB996345A0593-COMP-CONS-001-EP-5,LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-REC-1;LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-109CB996345A0593-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-109CB996345A0593-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-109CB996345A0593,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-109CB996345A0593-COMP-EXP-001-BASE-0;EV-SR-BL-109CB996345A0593-COMP-EXP-001-REC-1;EV-SR-BL-109CB996345A0593-COMP-EXP-001-RECID-2;EV-SR-BL-109CB996345A0593-COMP-EXP-001-COMP-3;EV-SR-BL-109CB996345A0593-COMP-EXP-001-PKG-4;EV-SR-BL-109CB996345A0593-COMP-EXP-001-EP-5,LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-REC-1;LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-109CB996345A0593-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-109CB996345A0593-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-109CB996345A0593,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-109CB996345A0593-COMP-HIGH-001-BASE-0;EV-SR-BL-109CB996345A0593-COMP-HIGH-001-REC-1;EV-SR-BL-109CB996345A0593-COMP-HIGH-001-RECID-2;EV-SR-BL-109CB996345A0593-COMP-HIGH-001-COMP-3;EV-SR-BL-109CB996345A0593-COMP-HIGH-001-PKG-4;EV-SR-BL-109CB996345A0593-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-109CB996345A0593-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-5D7D39BA05ED6CDE-,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-5D7D39BA05ED6CDE,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-161C3929127BEB92-,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-161C3929127BEB92,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-640531690BF49FC3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,SCEN-ABS-001,COMP-BASE-002,Baseline,Absenteeism Contingency,BL-640531690BF49FC3,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-640531690BF49FC3-COMP-BASE-002-BASE-0;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-REC-1;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-RECID-2;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-RECID-3;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-COMP-4;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-PKG-5;EV-SR-BL-640531690BF49FC3-COMP-BASE-002-EP-6,LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-REC-1;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-640531690BF49FC3-COMP-BASE-002-EP-6,Closed — Requires Revision
SR-BL-640531690BF49FC3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,SCEN-ABS-001,COMP-CONS-002,Conservative,Absenteeism Contingency,BL-640531690BF49FC3,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 10.0, ""replacement_coverage_pct"": 30.0, ""contingency_roster_activation_pct"": 25.0, ""absence_duration_reduction_days"": 1.0, ""intervention_duration_days"": 7.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-640531690BF49FC3-COMP-CONS-002-BASE-0;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-REC-1;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-RECID-2;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-RECID-3;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-COMP-4;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-PKG-5;EV-SR-BL-640531690BF49FC3-COMP-CONS-002-EP-6,LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-REC-1;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-640531690BF49FC3-COMP-CONS-002-EP-6,Closed — Requires Revision
SR-BL-640531690BF49FC3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,SCEN-ABS-001,COMP-EXP-002,Expected,Absenteeism Contingency,BL-640531690BF49FC3,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 20.0, ""replacement_coverage_pct"": 50.0, ""contingency_roster_activation_pct"": 50.0, ""absence_duration_reduction_days"": 2.0, ""intervention_duration_days"": 14.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-640531690BF49FC3-COMP-EXP-002-BASE-0;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-REC-1;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-RECID-2;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-RECID-3;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-COMP-4;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-PKG-5;EV-SR-BL-640531690BF49FC3-COMP-EXP-002-EP-6,LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-REC-1;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-640531690BF49FC3-COMP-EXP-002-EP-6,Closed — Requires Revision
SR-BL-640531690BF49FC3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,SCEN-ABS-001,COMP-HIGH-002,Higher Intensity,Absenteeism Contingency,BL-640531690BF49FC3,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 35.0, ""replacement_coverage_pct"": 75.0, ""contingency_roster_activation_pct"": 75.0, ""absence_duration_reduction_days"": 4.0, ""intervention_duration_days"": 30.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-BASE-0;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-REC-1;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-RECID-2;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-RECID-3;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-COMP-4;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-PKG-5;EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-640531690BF49FC3-COMP-HIGH-002-EP-6,Closed — Requires Revision
SR-BL-36847EE0B66BDB3D-,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-36847EE0B66BDB3D,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-C7365B79F596270E-,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-C7365B79F596270E,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-062B8B568A7B6C5F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,SCEN-ABS-001,COMP-BASE-002,Baseline,Absenteeism Contingency,BL-062B8B568A7B6C5F,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-BASE-0;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-REC-1;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-RECID-2;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-RECID-3;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-COMP-4;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-PKG-5;EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-EP-6,LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-REC-1;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-062B8B568A7B6C5F-COMP-BASE-002-EP-6,Closed — Requires Revision
